company_id,company_name,country,eu_member_state,region,sector,subsector,industry,revenue_usd,total_assets_usd,employees,entity_type,listing_status,stock_symbol,fiscal_year,currency,company_size_band,csrd_applicable
304,Eurofins Scientific,Luxembourg,Luxembourg,Western Europe,Healthcare/Pharma,Pharmaceuticals,Branded Pharma,6233968172.36,9584515440.11,14171,Public,Listed,EURO.LU,2024,EUR,Large,Yes
305,A1 Bulgaria,Bulgaria,Bulgaria,Eastern Europe,Telecommunications,Telecom Infrastructure,Towers & Fiber,7963547029.72,21445349798.35,18628,Public,Listed,A1BU.EU,2024,EUR,Large,Yes
306,Elmos Semiconductor,Germany,Germany,Central Europe,Technology,Internet,E-Commerce Platform,1351085073.45,2278788872.89,3578,Private,Unlisted,,2024,EUR,Medium,Yes
307,Haribo,Germany,Germany,Central Europe,Consumer Goods/Retail,Food & Beverage,Beverages,564083382.97,605924927.13,4698,Private,Unlisted,,2024,EUR,Medium,Yes
308,Kapsch TrafficCom,Austria,Austria,Central Europe,Technology,Internet,E-Commerce Platform,442485170.0,727733568.48,803,Private,Unlisted,,2024,EUR,Medium,Yes
309,Talanx AG,Germany,Germany,Central Europe,Financial Services,Insurance,P&C Insurance,10042751674.19,167114592016.82,30488,Private,Unlisted,,2024,EUR,Large,Yes
310,Louis Dreyfus Company,France,France,Western Europe,Consumer Goods/Retail,Food & Beverage,Alcoholic Beverages,463256359.05,787579764.99,1985,Private,Unlisted,,2024,EUR,Medium,Yes
311,ADP Aéroports de Paris,France,France,Western Europe,Automotive/Transport,Rail,Rail Operator,39434782997.21,55433490639.71,129228,Public,Listed,ADPA.PA,2024,EUR,Large,Yes
312,Webasto Group,Germany,Germany,Central Europe,Automotive/Transport,Automotive OEM,Passenger Vehicles,3232662507.02,3563193341.14,9798,Public,Listed,WEBA.DE,2024,EUR,Large,Yes
313,Tessenderlo Group,Belgium,Belgium,Western Europe,Manufacturing,Paper & Packaging,Paper Products,35234199996.0,41846581156.87,79503,Public,Listed,TESS.BR,2024,EUR,Large,Yes
314,NIBE Industrier,Sweden,Sweden,Northern Europe,Construction/Industrials,Aerospace & Defense,Commercial Aerospace,24878037692.85,27373479215.11,125499,Public,Listed,NIBE.ST,2024,EUR,Large,Yes
315,Wintershall Dea,Germany,Germany,Central Europe,Energy/Utilities,Renewable Energy,Wind,624160890.81,1600019755.64,680,Public,Listed,WINT.DE,2024,EUR,Medium,Yes
316,Barceló Hotel Group,Spain,Spain,Southern Europe,Consumer Goods/Retail,Apparel & Luxury,Apparel,57924752322.96,48619212924.7,382858,Public,Listed,BARC.MC,2024,EUR,Large,Yes
317,Helios Kliniken,Germany,Germany,Central Europe,Healthcare/Pharma,Pharmaceuticals,Branded Pharma,1696109973.58,1980170492.65,7293,Public,Listed,HELI.DE,2024,EUR,Large,Yes
318,Lovisagruvan AB,Sweden,Sweden,Northern Europe,Manufacturing,Industrial Gases,Industrial Gases,24679069.45,48100830.7,75,Private,Unlisted,,2024,EUR,Small,No
319,Merck KGaA,Germany,Germany,Central Europe,Healthcare/Pharma,Biotechnology,Biotech,41156518690.05,48824694787.14,203269,Public,Listed,MERC.DE,2024,EUR,Large,Yes
320,Wihlborgs Fastigheter,Sweden,Sweden,Northern Europe,Construction/Industrials,Professional Services,Facility Services,6375944589.65,9574276028.7,26529,Public,Unlisted,,2024,EUR,Large,Yes
321,F-Secure,Finland,Finland,Northern Europe,Technology,Hardware,Electronic Components,17803901.08,30127570.73,40,Private,Unlisted,,2024,EUR,Small,No
322,Aalberts N.V.,Netherlands,Netherlands,Western Europe,Construction/Industrials,Building Products,Building Materials,253642019.79,271637474.88,1348,Public,Listed,AALB.AS,2024,EUR,Medium,Yes
323,Royal Cosun,Netherlands,Netherlands,Western Europe,Consumer Goods/Retail,Food & Beverage,Alcoholic Beverages,593036229.87,524728787.66,3208,Private,Unlisted,,2024,EUR,Medium,Yes
324,Euskaltel SA,Spain,Spain,Southern Europe,Telecommunications,Telecom Equipment,Network Equipment,64396739028.17,118515894752.49,189022,Private,Unlisted,,2024,EUR,Large,Yes
325,Eurocash,Poland,Poland,Central Europe,Consumer Goods/Retail,Media & Entertainment,Media,156823541.09,172508980.23,911,Private,Unlisted,,2024,EUR,Medium,Yes
326,Semapa,Portugal,Portugal,Southern Europe,Manufacturing,Electrical Equipment,Industrial Electrical,3720034698.04,6675320172.24,14252,Public,Listed,SEMA.LS,2024,EUR,Large,Yes
327,KGHM Polska Miedź,Poland,Poland,Central Europe,Manufacturing,Paper & Packaging,Packaging,19780719.47,36186604.16,49,Private,Unlisted,,2024,EUR,Small,No
328,Ipsos SA,France,France,Western Europe,Technology,Hardware,Electronic Components,44318744048.08,54355573384.38,76852,Public,Listed,IPSO.PA,2024,EUR,Large,Yes
329,Danish Crown,Denmark,Denmark,Northern Europe,Consumer Goods/Retail,Food & Beverage,Alcoholic Beverages,1024718448.14,874613709.43,6376,Public,Listed,DANI.CO,2024,EUR,Medium,Yes
330,Corporación Financiera Alba,Spain,Spain,Southern Europe,Financial Services,Diversified Financials,Holding Company,463588122.67,8913698569.07,744,Private,Unlisted,,2024,EUR,Medium,Yes
331,GN Store Nord,Denmark,Denmark,Northern Europe,Healthcare/Pharma,Medical Devices,Medical Devices,289385783.22,577864934.93,1014,Private,Unlisted,,2024,EUR,Medium,Yes
332,Lidl,Germany,Germany,Central Europe,Consumer Goods/Retail,E-Commerce,Online Retail,28674383456.57,36298963553.17,163544,Public,Listed,LIDL.DE,2024,EUR,Large,Yes
333,PGNiG,Poland,Poland,Central Europe,Energy/Utilities,Renewable Energy,Wind,14826501681.2,41148565190.71,17447,Private,Unlisted,,2024,EUR,Large,Yes
334,Pinko,Italy,Italy,Southern Europe,Consumer Goods/Retail,Food Retail,Discount Retail,15682616511.57,19646666456.31,114327,Public,Listed,PINK.MI,2024,EUR,Large,Yes
335,Raisio Group,Finland,Finland,Northern Europe,Consumer Goods/Retail,E-Commerce,Online Retail,157180039.18,194458224.71,1333,Public,Listed,RAIS.HE,2024,EUR,Medium,Yes
336,Škoda Auto,Czechia,Czechia,Central Europe,Automotive/Transport,Rail,Rail Operator,34142822995.49,51597006972.01,151473,Public,Listed,ŠKOD.PR,2024,EUR,Large,Yes
337,Strabag SE,Austria,Austria,Central Europe,Construction/Industrials,Machinery,Industrial Machinery,406671771.19,772039696.44,1565,Public,Listed,STRA.VI,2024,EUR,Medium,Yes
338,VolkerWessels,Netherlands,Netherlands,Western Europe,Construction/Industrials,Real Estate,Residential Real Estate,2358088929.68,4211633998.18,16212,Public,Listed,VOLK.AS,2024,EUR,Large,Yes
339,MTU Aero Engines AG,Germany,Germany,Central Europe,Construction/Industrials,Real Estate,Commercial Real Estate,41768427341.61,68203814552.83,243547,Public,Listed,MTUA.DE,2024,EUR,Large,Yes
340,Sodexo SA,France,France,Western Europe,Consumer Goods/Retail,E-Commerce,Online Retail,29746970174.48,33423166967.22,160571,Public,Listed,SODE.PA,2024,EUR,Large,Yes
341,HelloFresh,Germany,Germany,Central Europe,Consumer Goods/Retail,Apparel & Luxury,Luxury Goods,9087529805.95,13277133756.56,64692,Public,Listed,HELL.DE,2024,EUR,Large,Yes
342,BBVA Bancomer Europe,Spain,Spain,Southern Europe,Financial Services,Diversified Financials,Holding Company,72709628866.53,938628092567.54,138538,Public,Listed,BBVA.MC,2024,EUR,Large,Yes
343,RWE AG,Germany,Germany,Central Europe,Energy/Utilities,Refining & Marketing,Downstream,34281750.77,142021191.46,27,Private,Unlisted,,2024,EUR,Small,No
344,O2 Czech Republic,Czechia,Czechia,Central Europe,Telecommunications,Telecom Equipment,Network Equipment,21378138328.44,36833990932.18,45937,Public,Listed,O2CZ.PR,2024,EUR,Large,Yes
345,Thyssenkrupp AG,Germany,Germany,Central Europe,Manufacturing,Industrial Gases,Industrial Gases,72746273.78,142760933.32,240,Public,Listed,THYS.DE,2024,EUR,Small,No
346,Saipem S.p.A.,Italy,Italy,Southern Europe,Energy/Utilities,Renewable Energy,Wind,628115475.1,2662858271.88,921,Public,Listed,SAIP.MI,2024,EUR,Medium,Yes
347,Metro AG,Germany,Germany,Central Europe,Consumer Goods/Retail,Food Retail,Supermarkets,5991206842.79,9781579133.99,24144,Public,Listed,METR.DE,2024,EUR,Large,Yes
348,MorphoSys AG,Germany,Germany,Central Europe,Healthcare/Pharma,Healthcare Services,Hospital Operator,342615119.22,737561536.04,1836,Public,Listed,MORP.DE,2024,EUR,Medium,Yes
349,Prysmian S.p.A.,Italy,Italy,Southern Europe,Construction/Industrials,Engineering Services,Engineering & Consulting,4769474338.27,7204830343.74,31895,Public,Listed,PRYS.MI,2024,EUR,Large,Yes
350,Inwido AB,Sweden,Sweden,Northern Europe,Construction/Industrials,Engineering Services,Engineering & Consulting,457644915.32,933912549.81,1562,Private,Unlisted,,2024,EUR,Medium,Yes
351,Nykredit,Denmark,Denmark,Northern Europe,Financial Services,Banking,Investment Banking,348171063.15,3022661435.48,1134,Public,Listed,NYKR.CO,2024,EUR,Medium,Yes
352,FNAC Darty,France,France,Western Europe,Consumer Goods/Retail,E-Commerce,Online Retail,6421592566.04,8399327467.32,20019,Public,Listed,FNAC.PA,2024,EUR,Large,Yes
353,Rai Way S.p.A.,Italy,Italy,Southern Europe,Telecommunications,Telecom Infrastructure,Towers & Fiber,92753918.74,264675314.2,330,Private,Unlisted,,2024,EUR,Small,No
354,Ence Energía y Celulosa,Spain,Spain,Southern Europe,Manufacturing,Industrial Gases,Industrial Gases,30316738826.82,39227211048.77,128127,Public,Listed,ENCE.MC,2024,EUR,Large,Yes
355,Logista Pharma,Spain,Spain,Southern Europe,Healthcare/Pharma,Healthcare Services,Clinical Services,17026746.71,21508425.5,39,Private,Unlisted,,2024,EUR,Small,No
356,Greencore Group,Ireland,Ireland,Western Europe,Consumer Goods/Retail,Apparel & Luxury,Luxury Goods,1244016533.72,1180035647.84,7960,Public,Listed,GREE.IR,2024,EUR,Medium,Yes
357,Campari Group,Italy,Italy,Southern Europe,Consumer Goods/Retail,Food Retail,Discount Retail,31977458965.01,24372122783.76,182391,Public,Unlisted,,2024,EUR,Large,Yes
358,Euronav NV,Belgium,Belgium,Western Europe,Automotive/Transport,Logistics,Road Freight,10433555184.74,16922461859.25,52899,Public,Listed,EURO.BR,2024,EUR,Large,Yes
359,Eneco,Netherlands,Netherlands,Western Europe,Energy/Utilities,Gas Utilities,Gas Distribution,739439663.18,1362143178.78,1367,Private,Unlisted,,2024,EUR,Medium,Yes
360,Polski LNG,Poland,Poland,Central Europe,Energy/Utilities,Oil & Gas E&P,Upstream,3474952940.1,13743308062.51,2350,Public,Listed,POLS.WA,2024,EUR,Large,Yes
361,Bonava AB,Sweden,Sweden,Northern Europe,Construction/Industrials,Machinery,Agricultural Machinery,344664038.75,573778549.52,1302,Private,Unlisted,,2024,EUR,Medium,Yes
362,EDP (Energias de Portugal),Portugal,Portugal,Southern Europe,Energy/Utilities,Electric Utilities,Power Generation,1200505812.73,3877690375.35,1299,Public,Listed,EDPE.LS,2024,EUR,Medium,Yes
363,Asklepios Kliniken,Germany,Germany,Central Europe,Healthcare/Pharma,Life Sciences Tools,Lab Instruments,5206648226.51,5211135822.28,18586,Public,Listed,ASKL.DE,2024,EUR,Large,Yes
364,Bpost,Belgium,Belgium,Western Europe,Automotive/Transport,Airlines,Passenger Airline,121408938.14,191088593.13,627,Public,Listed,BPOS.BR,2024,EUR,Small,No
365,Zavarovalnica Triglav,Slovenia,Slovenia,Southern Europe,Financial Services,Banking,Investment Banking,933879195.93,14618741579.77,1786,Private,Unlisted,,2024,EUR,Medium,Yes
366,Gucci,Italy,Italy,Southern Europe,Consumer Goods/Retail,Personal Products,Cosmetics,5627141296.57,6353151921.13,36687,Public,Listed,GUCC.MI,2024,EUR,Large,Yes
367,ČEZ Group,Czechia,Czechia,Central Europe,Energy/Utilities,Renewable Energy,Wind,681470887.23,2326864997.28,1103,Private,Unlisted,,2024,EUR,Medium,Yes
368,Lidl Suomi,Finland,Finland,Northern Europe,Consumer Goods/Retail,Hotels & Leisure,Hospitality,1449482829.34,2446313777.11,12951,Public,Listed,LIDL.HE,2024,EUR,Medium,Yes
369,Schoeller Allibert,Netherlands,Netherlands,Western Europe,Manufacturing,Metals & Mining,Steel,225177364.11,482311506.34,889,Private,Unlisted,,2024,EUR,Medium,Yes
370,Techland,Poland,Poland,Central Europe,Technology,IT Services,IT Consulting,7274568602.94,13431546225.0,15739,Public,Listed,TECH.WA,2024,EUR,Large,Yes
371,Deceuninck NV,Belgium,Belgium,Western Europe,Manufacturing,Industrial Gases,Industrial Gases,553973898.58,1123237683.36,1815,Public,Listed,DECE.BR,2024,EUR,Medium,Yes
372,Publicis Groupe,France,France,Western Europe,Consumer Goods/Retail,Apparel & Luxury,Apparel,38435919722.82,52240169739.36,225453,Public,Listed,PUBL.PA,2024,EUR,Large,Yes
373,Kingspan Group,Ireland,Ireland,Western Europe,Construction/Industrials,Engineering Services,Engineering & Consulting,170380575.96,243428949.86,1112,Private,Unlisted,,2024,EUR,Medium,Yes
374,Bonita GmbH,Germany,Germany,Central Europe,Consumer Goods/Retail,E-Commerce,Online Retail,1836786382.56,1635696920.25,6699,Public,Listed,BONI.DE,2024,EUR,Large,Yes
375,ACS Group,Spain,Spain,Southern Europe,Construction/Industrials,Machinery,Industrial Machinery,38796952201.28,71373862269.44,246512,Private,Unlisted,,2024,EUR,Large,Yes
376,Banca Transilvania,Romania,Romania,Eastern Europe,Financial Services,Diversified Financials,Holding Company,3236806394.21,36807212467.63,11084,Public,Listed,BANC.BVB,2024,EUR,Large,Yes
377,Reply S.p.A.,Italy,Italy,Southern Europe,Technology,Software,Enterprise Software,290764215.47,438159230.67,609,Private,Unlisted,,2024,EUR,Medium,Yes
378,Hella GmbH & Co. KGaA,Germany,Germany,Central Europe,Automotive/Transport,Rail,Rail Operator,1206985079.03,1970005034.79,6543,Private,Unlisted,,2024,EUR,Medium,Yes
379,Waberer's International,Hungary,Hungary,Central Europe,Automotive/Transport,Airport Operator,Airport Operator,14282981003.72,23999599876.08,68419,Public,Listed,WABE.BU,2024,EUR,Large,Yes
380,Ferragamo Parfums,Italy,Italy,Southern Europe,Consumer Goods/Retail,Food & Beverage,Alcoholic Beverages,8692590428.08,14556564567.05,73707,Public,Listed,FERR.MI,2024,EUR,Large,Yes
381,Basler AG,Germany,Germany,Central Europe,Technology,Hardware,Electronic Components,37128033288.85,64307789593.58,73231,Public,Listed,BASL.DE,2024,EUR,Large,Yes
382,Motor Oil Hellas,Greece,Greece,Southern Europe,Energy/Utilities,Oil & Gas E&P,Upstream,2051591039.62,7161020512.87,3215,Public,Unlisted,,2024,EUR,Large,Yes
383,KWS Saat SE,Germany,Germany,Central Europe,Consumer Goods/Retail,E-Commerce,Online Retail,91697712439.51,135561075453.25,748050,Private,Unlisted,,2024,EUR,Large,Yes
384,Cementir Holding,Italy,Italy,Southern Europe,Construction/Industrials,Real Estate,Commercial Real Estate,465669386.32,940682301.96,1476,Public,Listed,CEME.MI,2024,EUR,Medium,Yes
385,Damen Shipyards Group,Netherlands,Netherlands,Western Europe,Construction/Industrials,Machinery,Industrial Machinery,78036443.77,126422087.88,540,Public,Listed,DAME.AS,2024,EUR,Small,No
386,Akka Technologies,France,France,Western Europe,Technology,Internet,E-Commerce Platform,397752699.99,474181516.95,708,Private,Unlisted,,2024,EUR,Medium,Yes
387,LHV Group,Estonia,Estonia,Northern Europe,Financial Services,Banking,Investment Banking,276829797.28,4407679501.81,1030,Private,Unlisted,,2024,EUR,Medium,Yes
388,Encavis AG,Germany,Germany,Central Europe,Energy/Utilities,Electric Utilities,Transmission & Distribution,77400939471.55,145350248458.38,126334,Public,Listed,ENCA.DE,2024,EUR,Large,Yes
389,DHL Group,Germany,Germany,Central Europe,Automotive/Transport,Shipping,Container Shipping,12183827889.32,24155306312.28,52191,Public,Listed,DHLG.DE,2024,EUR,Large,Yes
390,Greenyard NV,Belgium,Belgium,Western Europe,Consumer Goods/Retail,Apparel & Luxury,Luxury Goods,7985710010.89,14351229763.64,61004,Public,Listed,GREE.BR,2024,EUR,Large,Yes
391,Sonae SGPS,Portugal,Portugal,Southern Europe,Consumer Goods/Retail,Personal Products,Cosmetics,5022493763.19,7597582787.17,32298,Public,Listed,SONA.LS,2024,EUR,Large,Yes
392,Selvita,Poland,Poland,Central Europe,Healthcare/Pharma,Healthcare Services,Clinical Services,23301011.58,50190878.26,124,Private,Unlisted,,2024,EUR,Small,No
393,Delivery Hero SE,Germany,Germany,Central Europe,Consumer Goods/Retail,Household Products,Household Goods,1779483611.3,2569915905.44,7422,Public,Listed,DELI.DE,2024,EUR,Large,Yes
394,Ferrovie dello Stato,Italy,Italy,Southern Europe,Automotive/Transport,Automotive OEM,Passenger Vehicles,17800029644.51,28715736168.64,49323,Public,Listed,FERR.MI,2024,EUR,Large,Yes
395,Deutsche Bank AG,Germany,Germany,Central Europe,Financial Services,Insurance,Life Insurance,28232694241.73,286395975143.53,75760,Private,Unlisted,,2024,EUR,Large,Yes
396,Maspex,Poland,Poland,Central Europe,Consumer Goods/Retail,Apparel & Luxury,Apparel,28274000468.48,29500032996.86,172326,Public,Listed,MASP.WA,2024,EUR,Large,Yes
397,Atlantic Grupa,Croatia,Croatia,Southern Europe,Consumer Goods/Retail,Personal Products,Cosmetics,8203123756.62,14713002891.41,33306,Public,Listed,ATLA.EU,2024,EUR,Large,Yes
398,Europcar Mobility Group,France,France,Western Europe,Automotive/Transport,Automotive OEM,Commercial Vehicles,756225086.9,1768802501.76,2676,Private,Unlisted,,2024,EUR,Medium,Yes
399,Grenergy Renovables,Spain,Spain,Southern Europe,Energy/Utilities,Renewable Energy,Solar,982324844.34,2652670215.0,1567,Private,Unlisted,,2024,EUR,Medium,Yes
400,Fuchs Petrolub SE,Germany,Germany,Central Europe,Manufacturing,Paper & Packaging,Packaging,4360021400.08,5632157131.14,10266,Public,Unlisted,,2024,EUR,Large,Yes
401,Eutelsat Communications,France,France,Western Europe,Telecommunications,Wireless Telecom,Mobile Operator,1579245428.58,2670393378.34,4414,Public,Listed,EUTE.PA,2024,EUR,Large,Yes
402,Klarna Bank,Sweden,Sweden,Northern Europe,Financial Services,Insurance,P&C Insurance,8965932072.98,87632389480.16,19012,Public,Listed,KLAR.ST,2024,EUR,Large,Yes
403,Topdanmark A/S,Denmark,Denmark,Northern Europe,Financial Services,Insurance,Life Insurance,440890649.39,4862080294.17,1395,Private,Unlisted,,2024,EUR,Medium,Yes
404,Aedifica NV,Belgium,Belgium,Western Europe,Construction/Industrials,Aerospace & Defense,Commercial Aerospace,9820593309.05,20303080155.71,46583,Public,Listed,AEDI.BR,2024,EUR,Large,Yes
405,ABB (Sweden ops),Sweden,Sweden,Northern Europe,Construction/Industrials,Engineering Services,Engineering & Consulting,164899155.89,294965932.31,575,Public,Listed,ABBS.ST,2024,EUR,Medium,Yes
406,Spotify Technology,Sweden,Sweden,Northern Europe,Technology,Internet,E-Commerce Platform,12068398742.45,17146393212.64,16427,Public,Unlisted,,2024,EUR,Large,Yes
407,Tinexta SpA,Italy,Italy,Southern Europe,Technology,Software,Enterprise Software,473961742.96,550003530.13,724,Private,Unlisted,,2024,EUR,Medium,Yes
408,Lindab International,Sweden,Sweden,Northern Europe,Construction/Industrials,Aerospace & Defense,Defense,4754836851.34,5973667729.88,20260,Private,Unlisted,,2024,EUR,Large,Yes
409,Randstad N.V.,Netherlands,Netherlands,Western Europe,Technology,Internet,Digital Media,1057525554.42,1549609914.75,2211,Public,Listed,RAND.AS,2024,EUR,Medium,Yes
410,Livechat Software,Poland,Poland,Central Europe,Technology,Semiconductors,Semiconductor Devices,113137022.16,124916782.5,242,Private,Unlisted,,2024,EUR,Small,No
411,Pfeiffer Vacuum Technology,Germany,Germany,Central Europe,Construction/Industrials,Engineering Services,Engineering & Consulting,31006960271.42,49666945167.1,177244,Private,Unlisted,,2024,EUR,Large,Yes
412,Siemens Energy AG,Germany,Germany,Central Europe,Energy/Utilities,Electric Utilities,Power Generation,330006393.84,1088060885.09,292,Public,Listed,SIEM.DE,2024,EUR,Medium,Yes
413,Sofiyska Voda,Bulgaria,Bulgaria,Eastern Europe,Energy/Utilities,Gas Utilities,Gas Distribution,54164719.07,136896147.84,65,Private,Unlisted,,2024,EUR,Small,No
414,Unipetrol,Czechia,Czechia,Central Europe,Energy/Utilities,Refining & Marketing,Downstream,37023228.85,152257276.32,68,Private,Unlisted,,2024,EUR,Small,No
415,Lufthansa AG,Germany,Germany,Central Europe,Automotive/Transport,Automotive OEM,Passenger Vehicles,513820061.83,594215281.03,1500,Public,Listed,LUFT.DE,2024,EUR,Medium,Yes
416,R22 S.A.,Poland,Poland,Central Europe,Technology,Internet,Digital Media,244184918.72,367483624.36,452,Public,Listed,R22S.WA,2024,EUR,Medium,Yes
417,Trelleborg AB,Sweden,Sweden,Northern Europe,Manufacturing,Metals & Mining,Steel,172418375.57,365303715.78,417,Public,Listed,TREL.ST,2024,EUR,Medium,Yes
418,Danieli & C.,Italy,Italy,Southern Europe,Construction/Industrials,Real Estate,Commercial Real Estate,200436957.08,407848557.15,1396,Private,Unlisted,,2024,EUR,Medium,Yes
419,Škoda Transportation,Czechia,Czechia,Central Europe,Automotive/Transport,Airlines,Passenger Airline,75214559.91,99040074.07,240,Private,Unlisted,,2024,EUR,Small,No
420,Latvijas Gāze,Latvia,Latvia,Northern Europe,Energy/Utilities,Water Utilities,Water & Waste,1127885089.01,3364597434.21,1437,Private,Unlisted,,2024,EUR,Medium,Yes
421,Telia Eesti,Estonia,Estonia,Northern Europe,Telecommunications,Telecom Infrastructure,Towers & Fiber,1441939467.46,3993690860.75,3732,Public,Listed,TELI.EU,2024,EUR,Medium,Yes
422,Scania AB,Sweden,Sweden,Northern Europe,Automotive/Transport,Rail,Rail Operator,1595422674.62,3126775781.63,7535,Public,Listed,SCAN.ST,2024,EUR,Large,Yes
423,Système U,France,France,Western Europe,Consumer Goods/Retail,Personal Products,Cosmetics,2631326637.47,4171388903.6,17893,Public,Unlisted,,2024,EUR,Large,Yes
424,Bonduelle SA,France,France,Western Europe,Consumer Goods/Retail,Apparel & Luxury,Luxury Goods,8674929317.49,8965546480.91,43665,Public,Listed,BOND.PA,2024,EUR,Large,Yes
425,United Internet AG,Germany,Germany,Central Europe,Telecommunications,Wireless Telecom,Mobile Operator,28107563.41,89233931.87,121,Private,Unlisted,,2024,EUR,Small,No
426,Gaztransport & Technigaz,France,France,Western Europe,Energy/Utilities,Gas Utilities,Gas Distribution,326898417.85,1138130364.43,333,Private,Unlisted,,2024,EUR,Medium,Yes
427,Air Malta,Malta,Malta,Southern Europe,Automotive/Transport,Airlines,Passenger Airline,21329107.63,40514540.42,91,Private,Unlisted,,2024,EUR,Small,No
428,SGL Group,Germany,Germany,Central Europe,Manufacturing,Electrical Equipment,Industrial Electrical,15881619645.57,25890341348.73,53796,Public,Listed,SGLG.DE,2024,EUR,Large,Yes
429,Robert Bosch GmbH,Germany,Germany,Central Europe,Construction/Industrials,Machinery,Agricultural Machinery,4421659045.79,8939540110.14,28518,Private,Unlisted,,2024,EUR,Large,Yes
430,Ter Beke,Belgium,Belgium,Western Europe,Consumer Goods/Retail,Apparel & Luxury,Luxury Goods,685294536.72,489713111.88,3004,Private,Unlisted,,2024,EUR,Medium,Yes
431,Nokia Corporation,Finland,Finland,Northern Europe,Telecommunications,Satellite,Satellite Services,66058821289.25,129267817369.63,132639,Public,Listed,NOKI.HE,2024,EUR,Large,Yes
432,Hermès International,France,France,Western Europe,Consumer Goods/Retail,Apparel & Luxury,Apparel,124586101.86,123606954.73,1095,Private,Unlisted,,2024,EUR,Small,No
433,Ericsson,Sweden,Sweden,Northern Europe,Telecommunications,Wireless Telecom,Mobile Operator,390233635.85,966180554.85,1549,Public,Listed,ERIC.ST,2024,EUR,Medium,Yes
434,Vandemoortele,Belgium,Belgium,Western Europe,Consumer Goods/Retail,Food Retail,Supermarkets,3231460183.27,4715189519.46,25020,Public,Unlisted,,2024,EUR,Large,Yes
435,Colruyt Group,Belgium,Belgium,Western Europe,Consumer Goods/Retail,Personal Products,Cosmetics,414294638.06,480517402.07,2107,Private,Unlisted,,2024,EUR,Medium,Yes
436,Instalco AB,Sweden,Sweden,Northern Europe,Construction/Industrials,Machinery,Industrial Machinery,78907552499.54,141520607870.12,375935,Public,Listed,INST.ST,2024,EUR,Large,Yes
437,Aixtron SE,Germany,Germany,Central Europe,Technology,Internet,Digital Media,6534696499.4,7805478534.55,18758,Public,Listed,AIXT.DE,2024,EUR,Large,Yes
438,Lenzing AG,Austria,Austria,Central Europe,Manufacturing,Metals & Mining,Steel,64719924.72,89279257.69,242,Private,Unlisted,,2024,EUR,Small,No
439,Ageas SA/NV,Belgium,Belgium,Western Europe,Financial Services,Capital Markets,Exchange / Clearing,44678549.68,748157416.76,109,Private,Unlisted,,2024,EUR,Small,No
440,Volvo AB,Sweden,Sweden,Northern Europe,Automotive/Transport,Shipping,Container Shipping,277608511.49,443924778.28,717,Private,Unlisted,,2024,EUR,Medium,Yes
441,Ferrovial S.A.,Spain,Spain,Southern Europe,Construction/Industrials,Professional Services,Facility Services,33548843308.11,51845833974.7,225560,Private,Unlisted,,2024,EUR,Large,Yes
442,Fluvius,Belgium,Belgium,Western Europe,Energy/Utilities,Electric Utilities,Transmission & Distribution,50723112.8,152750810.81,32,Private,Unlisted,,2024,EUR,Small,No
443,Continental AG,Germany,Germany,Central Europe,Automotive/Transport,Airport Operator,Airport Operator,747147609.47,1837165874.29,3572,Public,Listed,CONT.DE,2024,EUR,Medium,Yes
444,Siemens Gamesa Renewable Energy,Spain,Spain,Southern Europe,Energy/Utilities,Electric Utilities,Transmission & Distribution,7246820013.54,24652346089.47,3651,Private,Unlisted,,2024,EUR,Large,Yes
445,LEG Immobilien SE,Germany,Germany,Central Europe,Construction/Industrials,Machinery,Agricultural Machinery,13128296462.9,26363317495.43,53444,Public,Listed,LEGI.DE,2024,EUR,Large,Yes
446,Smurfit Kappa Ireland,Ireland,Ireland,Western Europe,Manufacturing,Electrical Equipment,Industrial Electrical,26316044678.19,35380784488.28,66083,Private,Unlisted,,2024,EUR,Large,Yes
447,L'Oréal S.A.,France,France,Western Europe,Consumer Goods/Retail,Food & Beverage,Packaged Food,22668624.19,32652778.28,68,Private,Unlisted,,2024,EUR,Small,No
448,Indutrade AB,Sweden,Sweden,Northern Europe,Construction/Industrials,Real Estate,Residential Real Estate,369351157.84,785578345.16,1862,Private,Unlisted,,2024,EUR,Medium,Yes
449,Van Lanschot Kempen,Netherlands,Netherlands,Western Europe,Financial Services,Banking,Retail Banking,75804389481.27,988293306713.93,224585,Public,Listed,VANL.AS,2024,EUR,Large,Yes
450,About You Holding SE,Germany,Germany,Central Europe,Consumer Goods/Retail,Apparel & Luxury,Luxury Goods,172896819.3,196633157.91,860,Private,Unlisted,,2024,EUR,Medium,Yes
451,Deutsche Börse AG,Germany,Germany,Central Europe,Financial Services,Diversified Financials,Holding Company,1128037911.35,20190059128.53,3364,Private,Unlisted,,2024,EUR,Medium,Yes
452,Tryg A/S,Denmark,Denmark,Northern Europe,Financial Services,Capital Markets,Exchange / Clearing,160860293.74,1628861790.32,331,Private,Unlisted,,2024,EUR,Medium,Yes
453,Alten France,France,France,Western Europe,Technology,Semiconductors,Semiconductor Devices,182051200.6,159948514.16,441,Public,Listed,ALTE.PA,2024,EUR,Medium,Yes
454,Axfood Snabbgross,Sweden,Sweden,Northern Europe,Consumer Goods/Retail,Food & Beverage,Packaged Food,174979998.75,278009555.81,845,Public,Listed,AXFO.ST,2024,EUR,Medium,Yes
