company_id,company_name,year,sector,country,scope_1_emissions_tco2e,scope_2_emissions_tco2e,scope_3_emissions_tco2e,energy_consumption_mwh,renewable_energy_percent,water_usage_m3,waste_generated_tons,waste_recycled_percent,employee_count,female_employee_ratio,board_independence_percent,incident_count,esg_score
337,Strabag SE,2024,Construction/Industrials,Austria,26588.06,5524.93,86229.9,28838.25,14.18,182206.22,10108.87,45.65,1565,0.256,69.89,6,58.32
338,VolkerWessels,2024,Construction/Industrials,Netherlands,180579.41,47904.41,773664.63,98827.37,25.74,1078125.27,95406.95,40.06,16212,0.283,63.41,15,51.79
339,MTU Aero Engines AG,2024,Construction/Industrials,Germany,3768992.66,569891.13,16376876.14,2949729.37,36.85,20462576.41,1112075.8,76.9,243547,0.189,76.37,26,53.61
340,Sodexo SA,2024,Consumer Goods/Retail,France,278701.8,564921.72,6395239.01,454043.22,68.84,7105639.4,45042.96,76.11,160571,0.626,50.98,8,60.69
341,HelloFresh,2024,Consumer Goods/Retail,Germany,47287.08,129731.33,1004211.4,163366.75,48.13,5036233.65,101343.33,66.39,64692,0.695,66.7,4,67.43
342,BBVA Bancomer Europe,2024,Financial Services,Spain,11424.87,35556.95,31706054.98,384744.35,47.29,417516.51,20432.53,90.99,138538,0.54,71.91,4,62.47
343,RWE AG,2024,Energy/Utilities,Germany,5249.43,2527.4,19255.78,5935.71,56.69,61773.32,301.78,57.27,27,0.384,41.9,2,63.85
344,O2 Czech Republic,2024,Telecommunications,Czechia,79070.49,477161.41,1496413.15,616543.18,75.39,1819710.03,61509.26,76.12,45937,0.378,72.37,6,64.99
345,Thyssenkrupp AG,2024,Manufacturing,Germany,8674.96,1648.25,31122.16,5630.31,54.58,251540.9,2054.74,54.81,240,0.28,57.97,0,57.5
346,Saipem S.p.A.,2024,Energy/Utilities,Italy,224882.48,44876.82,404109.58,314789.96,30.45,3078542.69,5763.43,40.92,921,0.368,72.88,2,59.41
347,Metro AG,2024,Consumer Goods/Retail,Germany,62515.75,81030.48,679673.88,130985.42,73.95,3623055.68,34845.16,54.71,24144,0.695,53.38,4,65.58
348,MorphoSys AG,2024,Healthcare/Pharma,Germany,5643.2,4082.3,22772.92,5409.84,70.39,106739.1,2347.01,53.64,1836,0.634,77.46,3,75.43
349,Prysmian S.p.A.,2024,Construction/Industrials,Italy,128962.69,140067.25,818688.91,162277.12,25.67,1627002.98,181035.24,61.89,31895,0.284,73.93,17,58.84
350,Inwido AB,2024,Construction/Industrials,Sweden,28089.05,14721.04,140882.08,20511.47,10.78,153978.89,7009.4,45.22,1562,0.309,54.06,5,51.91
351,Nykredit,2024,Financial Services,Denmark,102.76,714.88,38118.81,1451.6,43.63,2202.74,306.76,82.13,1134,0.505,91.41,2,76.99
352,FNAC Darty,2024,Consumer Goods/Retail,France,62606.87,100481.75,1147810.35,150910.86,54.79,1516205.69,40771.75,86.99,20019,0.551,74.68,6,66.29
353,Rai Way S.p.A.,2024,Telecommunications,Italy,483.56,2461.23,6324.54,4313.69,69.17,9134.56,58.44,71.39,330,0.465,57.34,0,62.11
354,Ence Energía y Celulosa,2024,Manufacturing,Spain,2673686.73,1707080.58,10704221.47,3461223.76,49.45,71498345.53,1847865.49,60.72,128127,0.211,47.49,17,52.42
355,Logista Pharma,2024,Healthcare/Pharma,Spain,78.34,180.69,938.52,381.4,44.95,9111.2,32.72,67.65,39,0.577,64.81,0,68.04
356,Greencore Group,2024,Consumer Goods/Retail,Ireland,9378.95,17134.9,135434.3,7636.94,32.2,853169.19,9714.73,72.87,7960,0.695,46.09,2,62.08
357,Campari Group,2024,Consumer Goods/Retail,Italy,435391.67,256884.07,2150084.4,710012.99,61.82,13877360.38,387326.87,65.89,182391,0.634,65.96,6,67.08
358,Euronav NV,2024,Automotive/Transport,Belgium,707122.22,118119.14,9817023.82,311455.61,41.58,1459791.99,177725.96,75.75,52899,0.244,47.24,13,43.77
359,Eneco,2024,Energy/Utilities,Netherlands,859569.69,39771.83,662008.06,238594.81,26.11,2306047.73,13353.37,72.36,1367,0.395,69.46,5,54.84
360,Polski LNG,2024,Energy/Utilities,Poland,3794957.52,120773.28,8582762.1,922743.49,54.04,12023923.5,163173.74,71.2,2350,0.327,53.14,5,51.77
361,Bonava AB,2024,Construction/Industrials,Sweden,21163.12,14801.52,152323.06,7804.2,11.58,152604.49,21520.66,76.5,1302,0.166,48.41,4,50.24
362,EDP (Energias de Portugal),2024,Energy/Utilities,Portugal,300699.79,59533.79,750067.22,217860.85,55.37,5082946.21,49843.41,59.59,1299,0.252,73.03,3,64.93
363,Asklepios Kliniken,2024,Healthcare/Pharma,Germany,65449.5,74028.77,216500.0,54089.02,25.99,925651.4,59165.21,65.8,18586,0.521,87.06,3,74.74
364,Bpost,2024,Automotive/Transport,Belgium,7966.68,4127.87,54931.64,7764.72,41.95,59028.42,1202.85,72.47,627,0.377,77.95,2,57.17
365,Zavarovalnica Triglav,2024,Financial Services,Slovenia,222.61,1733.87,151361.5,2079.96,45.22,7467.82,265.38,86.01,1786,0.439,66.64,1,68.11
366,Gucci,2024,Consumer Goods/Retail,Italy,68461.73,18697.27,478845.87,86100.83,26.03,3945624.31,48337.84,80.09,36687,0.538,64.5,4,61.97
367,ČEZ Group,2024,Energy/Utilities,Czechia,252256.36,17584.92,450891.4,390126.46,35.64,2254157.34,18355.91,71.64,1103,0.273,55.72,3,59.36
368,Lidl Suomi,2024,Consumer Goods/Retail,Finland,14012.38,12279.45,105648.03,22817.18,51.61,329710.75,14033.2,77.89,12951,0.635,72.87,4,72.66
369,Schoeller Allibert,2024,Manufacturing,Netherlands,22368.34,11531.99,87351.3,15714.49,16.26,771343.72,3539.71,54.15,889,0.263,60.61,2,51.24
370,Techland,2024,Technology,Poland,13783.55,53926.85,128197.27,28445.85,63.68,100329.41,13218.23,85.16,15739,0.393,81.79,3,72.21
371,Deceuninck NV,2024,Manufacturing,Belgium,30791.05,9493.91,116327.77,18853.63,22.2,1180595.31,35592.55,39.64,1815,0.194,63.78,6,58.43
372,Publicis Groupe,2024,Consumer Goods/Retail,France,290317.13,254071.53,3774324.57,454587.35,57.48,4579463.99,123345.8,77.72,225453,0.705,69.99,7,72.63
373,Kingspan Group,2024,Construction/Industrials,Ireland,4977.37,4588.46,36499.0,11397.52,44.09,98544.58,6283.43,70.31,1112,0.3,36.16,5,53.45
374,Bonita GmbH,2024,Consumer Goods/Retail,Germany,14389.72,10376.07,183792.47,33888.81,23.26,944168.91,10500.23,61.17,6699,0.583,45.35,2,60.89
375,ACS Group,2024,Construction/Industrials,Spain,1719444.79,977545.28,8111326.72,3060793.73,47.11,24331043.5,1883010.08,43.04,246512,0.161,44.23,24,46.26
376,Banca Transilvania,2024,Financial Services,Romania,674.02,2226.4,837135.8,13920.33,56.36,40079.55,436.7,62.53,11084,0.449,67.55,4,60.4
377,Reply S.p.A.,2024,Technology,Italy,574.57,336.72,1444.86,3038.52,89.21,2755.78,286.82,60.16,609,0.352,66.4,2,71.31
378,Hella GmbH & Co. KGaA,2024,Automotive/Transport,Germany,56952.08,25168.96,750443.92,96514.96,33.03,686786.27,30578.83,59.2,6543,0.219,63.04,8,41.42
379,Waberer's International,2024,Automotive/Transport,Hungary,557247.22,472029.15,6668295.37,308355.04,59.65,3516372.86,309180.16,67.85,68419,0.221,56.16,15,53.66
380,Ferragamo Parfums,2024,Consumer Goods/Retail,Italy,75063.2,89311.62,628509.88,88204.17,64.46,774084.78,68686.59,73.64,73707,0.58,60.75,6,74.71
381,Basler AG,2024,Technology,Germany,51005.79,187397.51,357189.86,141226.58,51.77,1352222.6,85690.69,68.37,73231,0.396,78.6,3,68.02
382,Motor Oil Hellas,2024,Energy/Utilities,Greece,1966335.31,156104.55,3355532.49,501328.46,55.36,11036598.84,38265.57,51.89,3215,0.252,54.14,6,48.87
383,KWS Saat SE,2024,Consumer Goods/Retail,Germany,176394.26,490129.05,4855847.17,1354674.46,63.56,64583774.95,487628.54,70.33,748050,0.588,46.01,9,62.77
384,Cementir Holding,2024,Construction/Industrials,Italy,17535.43,20424.51,202311.94,24029.37,38.25,223734.66,13924.94,68.86,1476,0.189,74.27,5,57.5
385,Damen Shipyards Group,2024,Construction/Industrials,Netherlands,3955.16,859.01,22761.94,5108.56,49.55,42374.74,875.76,65.81,540,0.285,50.58,3,59.13
386,Akka Technologies,2024,Technology,France,342.17,1834.32,6327.54,2884.31,75.52,6478.35,528.33,68.33,708,0.369,61.13,2,65.77
387,LHV Group,2024,Financial Services,Estonia,101.5,312.17,110193.6,904.45,76.13,2801.04,137.02,67.68,1030,0.446,65.84,2,59.34
388,Encavis AG,2024,Energy/Utilities,Germany,36475626.25,5187321.17,62508624.71,34619805.5,45.71,430711217.74,3437874.85,51.32,126334,0.247,55.94,22,53.61
389,DHL Group,2024,Automotive/Transport,Germany,474979.65,364414.24,9701422.37,926291.03,29.21,3800542.48,97825.99,57.92,52191,0.324,52.72,14,42.04
390,Greenyard NV,2024,Consumer Goods/Retail,Belgium,37502.41,108138.13,896962.46,110493.78,48.27,1408747.33,60733.79,56.32,61004,0.675,78.04,5,69.86
391,Sonae SGPS,2024,Consumer Goods/Retail,Portugal,47763.07,58206.53,455984.47,29398.18,60.69,965475.43,26217.95,55.76,32298,0.483,50.26,5,64.62
392,Selvita,2024,Healthcare/Pharma,Poland,109.75,368.19,1540.46,251.19,40.23,7769.22,342.27,66.67,124,0.714,55.03,1,67.45
393,Delivery Hero SE,2024,Consumer Goods/Retail,Germany,20346.99,7582.71,169404.76,11407.72,29.85,1247612.16,3863.25,74.26,7422,0.561,55.85,4,61.54
394,Ferrovie dello Stato,2024,Automotive/Transport,Italy,785781.22,278794.07,8991368.52,1198972.69,20.31,9631702.89,73343.88,65.01,49323,0.368,77.02,13,48.87
395,Deutsche Bank AG,2024,Financial Services,Germany,6752.67,56764.34,1933399.03,169305.9,73.25,188522.27,16254.45,76.94,75760,0.422,68.54,5,70.52
396,Maspex,2024,Consumer Goods/Retail,Poland,296405.34,290711.04,4695741.29,316612.81,60.95,10411931.98,373197.81,55.8,172326,0.631,51.92,8,59.91
397,Atlantic Grupa,2024,Consumer Goods/Retail,Croatia,120101.94,66475.89,1338375.2,62020.13,48.77,1649249.32,75871.14,57.26,33306,0.664,54.46,6,63.75
398,Europcar Mobility Group,2024,Automotive/Transport,France,45780.71,7885.58,287790.77,29936.9,34.33,74763.16,13883.73,60.72,2676,0.22,37.97,5,52.14
399,Grenergy Renovables,2024,Energy/Utilities,Spain,959680.37,72613.31,1932652.01,389815.68,28.44,4463605.02,17536.61,71.7,1567,0.228,41.23,5,45.59
400,Fuchs Petrolub SE,2024,Manufacturing,Germany,300930.33,151778.36,1332355.01,387830.7,43.46,8106450.41,156339.33,69.57,10266,0.341,53.13,9,58.27
401,Eutelsat Communications,2024,Telecommunications,France,4463.81,54740.87,128601.35,67399.19,79.98,158187.93,2172.06,53.3,4414,0.418,81.24,3,63.61
402,Klarna Bank,2024,Financial Services,Sweden,417.14,11496.4,3722185.54,46279.43,53.18,36785.16,5200.75,75.96,19012,0.548,68.52,3,63.0
403,Topdanmark A/S,2024,Financial Services,Denmark,108.65,840.04,152166.76,857.82,57.55,5486.01,277.62,79.49,1395,0.549,79.95,2,63.83
404,Aedifica NV,2024,Construction/Industrials,Belgium,679449.71,215622.19,3191878.69,729865.12,11.43,4619215.73,490033.56,37.14,46583,0.297,43.03,18,47.53
405,ABB (Sweden ops),2024,Construction/Industrials,Sweden,3658.45,4780.51,26022.41,9909.61,29.12,50733.49,9467.07,54.82,575,0.202,62.5,4,61.97
406,Spotify Technology,2024,Technology,Sweden,9666.28,53001.64,93351.05,121060.88,77.82,105294.24,25522.74,90.17,16427,0.303,53.26,1,70.86
407,Tinexta SpA,2024,Technology,Italy,351.1,1404.47,2878.49,4035.48,92.97,11805.91,144.22,73.86,724,0.307,46.88,2,68.24
408,Lindab International,2024,Construction/Industrials,Sweden,117496.46,105349.45,645836.07,177873.83,23.99,1865849.64,283595.88,50.05,20260,0.333,63.94,15,54.53
409,Randstad N.V.,2024,Technology,Netherlands,540.97,8228.02,17059.54,4452.84,44.31,6971.61,1614.07,81.67,2211,0.428,64.65,1,69.39
410,Livechat Software,2024,Technology,Poland,205.3,525.52,1140.47,900.39,39.91,959.67,201.55,73.5,242,0.38,72.58,1,67.85
411,Pfeiffer Vacuum Technology,2024,Construction/Industrials,Germany,2738673.95,614958.68,10986964.29,2666164.77,22.82,14037585.87,2405727.01,74.93,177244,0.32,56.43,24,49.06
412,Siemens Energy AG,2024,Energy/Utilities,Germany,387461.42,26194.99,648614.9,193899.47,59.77,1604081.51,4257.37,50.92,292,0.342,81.98,1,58.11
413,Sofiyska Voda,2024,Energy/Utilities,Bulgaria,38048.61,1625.66,34083.27,28557.07,42.96,146866.62,1184.79,58.41,65,0.235,67.98,2,60.03
414,Unipetrol,2024,Energy/Utilities,Czechia,17178.07,1899.35,30486.47,4132.89,59.56,132942.31,1170.36,64.8,68,0.218,69.48,1,61.96
415,Lufthansa AG,2024,Automotive/Transport,Germany,21567.08,5737.03,255366.68,15960.85,28.32,85546.41,10397.57,71.01,1500,0.248,63.46,3,58.27
416,R22 S.A.,2024,Technology,Poland,323.59,351.24,913.54,1849.24,49.99,7333.01,642.92,90.36,452,0.407,56.36,0,69.16
417,Trelleborg AB,2024,Manufacturing,Sweden,12772.5,5584.51,46151.8,17259.52,14.78,254057.5,9905.67,68.39,417,0.236,68.3,2,62.44
418,Danieli & C.,2024,Construction/Industrials,Italy,13567.44,4088.91,93712.03,7807.93,20.56,115015.33,13853.87,59.04,1396,0.318,63.83,3,52.53
419,Škoda Transportation,2024,Automotive/Transport,Czechia,3524.03,1985.08,33830.15,1706.33,43.41,32593.04,819.85,58.56,240,0.371,71.4,2,53.85
420,Latvijas Gāze,2024,Energy/Utilities,Latvia,500978.29,42558.05,733337.18,566276.8,27.1,4376619.86,12300.54,42.14,1437,0.299,59.75,4,57.87
421,Telia Eesti,2024,Telecommunications,Estonia,8354.37,31260.05,55991.4,71909.15,31.28,92462.81,1032.88,52.24,3732,0.447,79.6,2,65.6
422,Scania AB,2024,Automotive/Transport,Sweden,78761.67,35956.85,494846.54,121745.29,16.38,235654.41,5862.11,80.83,7535,0.203,55.99,7,57.77
423,Système U,2024,Consumer Goods/Retail,France,10130.7,51403.36,244447.87,23149.69,31.42,978949.41,42751.78,55.62,17893,0.577,56.99,5,60.65
424,Bonduelle SA,2024,Consumer Goods/Retail,France,42681.46,107922.77,805704.57,127858.61,23.47,5797914.95,80402.74,86.06,43665,0.551,75.45,5,64.23
425,United Internet AG,2024,Telecommunications,Germany,135.92,933.18,2950.73,1428.97,72.79,1167.01,103.66,68.37,121,0.353,51.93,0,58.21
426,Gaztransport & Technigaz,2024,Energy/Utilities,France,281719.6,8335.89,427403.77,190744.92,39.91,730476.83,10895.18,55.31,333,0.248,55.64,1,54.22
427,Air Malta,2024,Automotive/Transport,Malta,330.05,291.6,5578.79,1551.44,28.68,5244.73,336.95,84.6,91,0.346,65.35,2,59.84
428,SGL Group,2024,Manufacturing,Germany,718746.65,673876.51,4671165.0,1153945.46,40.89,41829168.46,988371.23,63.23,53796,0.234,72.84,14,60.41
429,Robert Bosch GmbH,2024,Construction/Industrials,Germany,118229.33,119875.3,1370187.49,186905.56,26.68,2869550.28,216054.04,35.6,28518,0.193,56.34,17,44.54
430,Ter Beke,2024,Consumer Goods/Retail,Belgium,3803.28,11576.19,52005.98,9925.96,70.95,158246.15,4467.14,86.74,3004,0.558,53.47,2,68.31
431,Nokia Corporation,2024,Telecommunications,Finland,203526.32,1649704.68,4187531.09,2039063.26,47.4,4492423.6,149689.85,75.34,132639,0.422,78.16,6,65.15
432,Hermès International,2024,Consumer Goods/Retail,France,1383.73,1871.21,14420.3,2653.37,67.56,25122.76,316.18,69.15,1095,0.709,39.81,3,66.2
433,Ericsson,2024,Telecommunications,Sweden,395.9,11593.97,28057.92,15407.6,75.92,21368.0,1185.68,84.52,1549,0.452,57.98,0,68.56
434,Vandemoortele,2024,Consumer Goods/Retail,Belgium,19439.32,28696.99,206036.61,37339.26,24.13,310449.98,39069.74,82.08,25020,0.625,40.86,5,64.58
435,Colruyt Group,2024,Consumer Goods/Retail,Belgium,4344.5,2123.73,38417.6,6767.73,37.18,145454.81,8285.47,63.49,2107,0.628,35.74,1,59.59
436,Instalco AB,2024,Construction/Industrials,Sweden,4033825.92,3338878.63,40120599.06,3453229.41,25.99,37387472.82,5782372.37,47.21,375935,0.281,63.74,27,46.66
437,Aixtron SE,2024,Technology,Germany,12278.76,40075.11,106869.61,45062.16,36.99,257738.46,12225.41,70.69,18758,0.417,80.36,1,63.83
438,Lenzing AG,2024,Manufacturing,Austria,3309.07,1816.02,10773.71,5011.68,51.97,198959.12,2819.14,73.76,242,0.183,40.68,1,56.39
439,Ageas SA/NV,2024,Financial Services,Belgium,15.12,37.03,15629.46,196.97,76.61,564.99,25.01,74.34,109,0.479,55.43,2,57.97
440,Volvo AB,2024,Automotive/Transport,Sweden,17791.86,6433.95,191915.84,6200.44,45.63,139121.21,3375.38,75.62,717,0.239,54.17,3,44.29
441,Ferrovial S.A.,2024,Construction/Industrials,Spain,3326675.33,1292279.52,26877613.99,1744811.64,37.21,11811048.51,1532405.14,73.24,225560,0.2,51.16,26,39.73
442,Fluvius,2024,Energy/Utilities,Belgium,50747.37,1652.86,104823.78,5861.03,22.04,160764.87,1615.04,69.71,32,0.321,52.65,2,49.44
443,Continental AG,2024,Automotive/Transport,Germany,10888.84,19063.72,317991.52,17116.58,53.22,330034.1,4498.68,67.79,3572,0.341,55.47,5,54.89
444,Siemens Gamesa Renewable Energy,2024,Energy/Utilities,Spain,4606306.2,598441.49,7353938.66,1182086.32,64.49,5839370.04,109470.13,66.99,3651,0.254,55.45,6,61.88
445,LEG Immobilien SE,2024,Construction/Industrials,Germany,230224.31,464046.81,2603729.44,1092129.64,35.54,8945573.71,149183.41,40.42,53444,0.288,60.61,17,53.52
446,Smurfit Kappa Ireland,2024,Manufacturing,Ireland,1881545.27,993666.64,10325771.3,2675359.44,16.23,25341849.7,878671.26,50.68,66083,0.268,53.02,16,52.32
447,L'Oréal S.A.,2024,Consumer Goods/Retail,France,242.72,94.67,1642.96,415.23,40.17,3649.9,200.74,63.96,68,0.692,69.39,1,71.08
448,Indutrade AB,2024,Construction/Industrials,Sweden,13239.14,8191.0,112404.85,26513.02,11.31,75710.99,13450.35,61.78,1862,0.293,30.67,6,50.72
449,Van Lanschot Kempen,2024,Financial Services,Netherlands,28031.96,50755.44,32166088.53,118165.17,50.24,279009.9,43329.56,89.44,224585,0.426,76.31,6,63.25
450,About You Holding SE,2024,Consumer Goods/Retail,Germany,1273.71,3269.24,21203.23,2949.63,31.24,71919.24,2687.25,66.84,860,0.558,68.23,2,61.07
451,Deutsche Börse AG,2024,Financial Services,Germany,181.01,824.93,168914.08,6651.69,68.91,15184.84,749.9,92.25,3364,0.542,78.8,0,71.82
452,Tryg A/S,2024,Financial Services,Denmark,15.21,115.09,61352.67,669.33,70.63,764.69,22.84,90.39,331,0.512,74.43,0,65.26
453,Alten France,2024,Technology,France,333.98,556.31,1764.51,1794.78,54.44,4178.16,158.0,73.03,441,0.259,72.65,1,66.7
454,Axfood Snabbgross,2024,Consumer Goods/Retail,Sweden,1187.15,834.81,13016.7,1284.6,73.14,44407.0,2128.25,63.14,845,0.498,48.24,2,71.74
455,Castellum AB,2024,Construction/Industrials,Sweden,128940.04,63512.73,1115149.82,122244.64,43.46,892954.6,132735.93,37.48,9566,0.277,65.36,12,46.89
456,Almirall S.A.,2024,Healthcare/Pharma,Spain,555456.43,463831.52,3202468.66,806185.44,63.51,39684441.71,623764.46,64.32,176873,0.504,67.77,8,64.32
457,Vopak N.V.,2024,Energy/Utilities,Netherlands,13241772.91,344191.36,15049312.31,6454571.21,58.7,18235256.75,573517.68,73.9,15588,0.38,65.76,13,63.97
458,Evolution AB,2024,Technology,Sweden,25592.27,93974.6,341504.03,607125.27,44.51,2542723.96,125182.81,74.4,150920,0.254,87.14,4,69.87
459,MHP Management,2024,Technology,Germany,43.79,51.81,272.37,86.92,93.04,148.25,13.63,83.17,75,0.297,63.35,0,72.97
460,Euler Hermes,2024,Financial Services,France,6646.68,31806.77,9772167.28,88672.87,71.29,96559.14,5160.45,65.28,54085,0.403,68.88,2,58.54
461,Telia Company,2024,Telecommunications,Sweden,8964.99,78076.65,244892.86,95048.43,65.08,98447.14,7707.57,87.72,5958,0.304,62.26,1,62.1
462,INA d.d.,2024,Energy/Utilities,Croatia,102959.9,2575.0,156367.19,21323.62,30.81,222910.06,3433.7,59.63,98,0.291,68.49,0,53.76
463,Alstom SA,2024,Automotive/Transport,France,2494.38,934.45,35286.31,3104.2,28.01,10838.46,1167.01,62.78,294,0.317,75.27,1,55.86
464,Lesaffre,2024,Consumer Goods/Retail,France,2238.62,18221.54,145012.02,23367.2,63.84,520160.11,2417.08,71.09,7252,0.564,47.82,2,65.63
465,Puma SE,2024,Consumer Goods/Retail,Germany,12884.79,16443.6,111060.92,38679.42,49.19,1354067.68,13404.36,78.72,15443,0.514,59.12,2,67.02
466,Fortum Sweden,2024,Energy/Utilities,Sweden,187767.7,94349.35,561228.45,513352.22,24.72,1986266.16,19222.11,75.59,1583,0.371,60.44,4,68.64
467,Vonovia SE,2024,Construction/Industrials,Germany,2191983.51,475523.59,8548095.68,1463427.12,29.38,3599750.51,1309929.97,51.08,84104,0.281,58.65,19,52.77
468,Navigator Company,2024,Manufacturing,Portugal,892852.13,486940.45,3636250.97,1121440.69,38.33,31688011.52,111630.4,47.67,52549,0.359,48.74,13,53.03
469,ERG S.p.A.,2024,Energy/Utilities,Italy,2192064.5,310481.41,6161951.58,517466.5,70.62,10692152.03,74740.92,59.62,4117,0.361,69.97,7,61.72
470,ArcelorMittal,2024,Manufacturing,France,12239.85,2711.95,40659.75,12640.96,32.69,271159.33,5711.72,39.85,435,0.324,46.52,3,54.43
471,Gasunie,2024,Energy/Utilities,Netherlands,10176756.49,514667.55,18835318.95,5575241.49,27.27,61611115.88,116852.43,76.47,11330,0.329,56.41,13,54.67
472,Esker SA,2024,Technology,France,25248.11,124721.96,335516.4,105923.07,78.76,103549.71,36701.65,74.12,55110,0.446,72.01,3,73.98
473,Piraeus Bank,2024,Financial Services,Greece,796.23,5819.76,1272689.76,12493.65,55.08,15153.09,2707.03,90.17,8133,0.418,78.37,1,63.65
474,AIB Group,2024,Financial Services,Ireland,16.25,78.84,17800.1,120.26,92.64,166.41,23.85,63.8,108,0.533,74.39,2,66.34
475,Bumech S.A.,2024,Energy/Utilities,Poland,46737607.49,4998222.37,70017565.34,25370847.53,34.61,204712852.46,1300833.95,76.82,39763,0.336,82.23,15,59.36
476,Siemens Healthineers AG,2024,Healthcare/Pharma,Germany,2142.14,784.92,11184.01,3204.51,53.71,139402.67,2263.31,72.32,608,0.651,77.21,2,67.51
477,Socfin Group,2024,Consumer Goods/Retail,Luxembourg,8100.36,19347.33,200291.64,11803.51,20.18,821632.71,17027.7,69.15,10735,0.487,65.84,4,57.35
478,Porsche AG,2024,Automotive/Transport,Germany,12527.16,38636.01,433827.16,34585.24,56.1,521834.55,25145.18,58.13,2584,0.241,44.79,3,49.71
479,Rosenbauer International,2024,Construction/Industrials,Austria,90976.52,23428.65,424333.65,150782.6,14.97,828807.31,108624.43,49.31,9520,0.332,61.68,10,57.93
480,Hornbach Baumarkt,2024,Consumer Goods/Retail,Germany,41309.95,74428.76,557910.19,65237.97,40.7,4357423.32,28265.87,71.11,60792,0.614,69.42,5,67.09
481,Bic SA,2024,Consumer Goods/Retail,France,528099.71,1519822.34,9696175.76,1667185.1,37.44,18796372.35,336672.57,46.66,290866,0.64,58.8,8,67.02
482,Bottega Veneta,2024,Consumer Goods/Retail,Italy,69493.88,495724.79,4285639.02,167272.56,28.0,5397851.53,197227.83,58.67,107272,0.507,65.67,6,61.17
483,Iberdrola S.A.,2024,Energy/Utilities,Spain,1951964.5,185827.29,1917600.97,1849853.19,37.37,5700709.32,44835.19,60.56,2913,0.344,66.22,5,59.81
484,IONOS Group,2024,Technology,Germany,7038.37,30873.3,88052.98,40817.8,39.87,233742.67,18867.92,88.67,15774,0.414,49.0,0,65.4
485,GEK Terna,2024,Construction/Industrials,Greece,1723810.61,967715.96,15227096.38,630390.46,35.3,10568087.78,732448.04,79.74,82781,0.25,58.46,21,48.38
486,Fresenius SE,2024,Healthcare/Pharma,Germany,6675.14,10688.83,32219.07,6163.23,65.08,358868.85,4205.85,59.47,2601,0.597,79.62,3,69.73
487,Trevi Finanziaria,2024,Construction/Industrials,Italy,75085.19,135205.29,726278.2,157449.78,28.17,2085438.68,229602.07,54.44,17030,0.226,64.06,12,52.29
488,Philips,2024,Healthcare/Pharma,Netherlands,23302.67,27329.39,180061.85,65974.55,28.54,1893324.6,18361.87,84.7,7425,0.677,84.19,3,68.55
489,Signify N.V.,2024,Construction/Industrials,Netherlands,15553.74,16007.43,149671.61,12965.72,47.01,280141.75,25678.53,37.13,2665,0.331,33.36,6,51.93
490,Coop Danmark,2024,Consumer Goods/Retail,Denmark,80029.75,76365.44,780633.72,122358.34,51.79,1663698.04,107085.57,74.46,54884,0.509,76.7,5,69.27
491,Iliad SA,2024,Telecommunications,France,23451.57,166852.05,489645.75,96998.82,77.76,144230.32,5117.84,65.85,22670,0.422,73.77,4,68.28
492,Legrand SA,2024,Construction/Industrials,France,1380.46,597.43,11296.76,1198.69,47.53,3810.07,569.76,52.96,91,0.338,42.29,2,48.51
493,Fincantieri Marine Systems,2024,Construction/Industrials,Italy,741746.62,194882.01,3816798.07,251951.5,25.72,4831246.32,828808.86,44.2,50713,0.247,65.18,19,52.85
494,Mayr-Melnhof Karton,2024,Manufacturing,Austria,92657.25,20178.39,399450.19,42906.59,53.6,4219137.55,77331.38,69.0,4418,0.268,58.15,5,54.43
495,Lotus Bakeries,2024,Consumer Goods/Retail,Belgium,138.8,261.08,1296.52,721.09,65.17,22796.52,518.13,73.53,103,0.602,42.52,1,62.2
496,Esselunga,2024,Consumer Goods/Retail,Italy,405900.86,1306650.43,7867617.39,1390057.59,49.63,38527808.56,1322723.46,48.12,285038,0.54,56.04,6,58.11
497,Teixeira Duarte,2024,Construction/Industrials,Portugal,6143.69,6202.54,72422.64,23064.88,23.45,132799.4,6099.7,36.71,1982,0.23,35.85,6,50.11
498,Worldline SA,2024,Technology,France,13867.79,43332.32,139943.67,103928.33,58.87,293869.39,12016.95,69.12,37174,0.273,46.54,2,62.16
499,SMA Solar Technology AG,2024,Energy/Utilities,Germany,42459704.69,2485467.23,98462925.89,20428755.36,70.78,164297897.16,1290043.69,63.09,55409,0.384,71.43,16,47.85
500,Azkoyen Group,2024,Construction/Industrials,Spain,38892.1,31025.62,226948.84,28295.67,31.78,478599.31,23095.78,78.47,4551,0.193,66.05,9,58.38
501,Grifols S.A.,2024,Healthcare/Pharma,Spain,3365.59,2007.72,17151.52,3097.31,25.46,97466.21,2643.82,65.91,849,0.673,63.56,3,70.53
502,Covestro AG,2024,Manufacturing,Germany,20300.57,9341.48,117621.06,5776.19,23.45,301126.75,13113.98,61.43,577,0.28,36.74,3,47.08
503,Efecte Oyj,2024,Technology,Finland,839.69,3763.93,11758.52,2784.08,51.87,20918.37,540.44,75.48,1147,0.296,75.63,1,63.03
504,Mycronic AB,2024,Technology,Sweden,674.26,946.41,2935.46,3717.64,91.06,12430.47,200.62,62.02,1744,0.417,68.15,0,72.14
505,Bongrain (Savencia),2024,Consumer Goods/Retail,France,645.34,929.15,5440.16,1083.66,52.0,25242.95,447.26,46.64,306,0.603,65.97,1,63.51
